periodo,decil_cancer,decil_fraude,decil_pif,clientes,efectividad_esp_cancer,ic_5_cancer,ic_95_cancer,efectividad_esp_fraude,ic_5_fraude,ic_95_fraude,efectividad_esp_pif,ic_5_pif,ic_95_pif,grupos
201908,decil_7,decil_10,decil_10,6438,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0941588785046729,,,7-10-10
201908,decil_10,decil_10,decil_9,116,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0640336527225987,0.0468384074941452,0.0843091334894614,10-10-9
201908,decil_5,decil_9,decil_10,615,0.0117302052785924,0,0.0294117647058824,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0941588785046729,0.0724299065420561,0.116822429906542,5-9-10
201908,decil_5,decil_9,decil_8,1330,0.0117302052785924,0,0.0294117647058824,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0581775700934579,0.0419392523364486,0.0747663551401869,5-9-8
201908,decil_7,decil_9,decil_9,1647,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0640336527225987,0.0468384074941452,0.0843091334894614,7-9-9
201908,decil_5,decil_5,decil_2,345,0.0117302052785924,0,0.0294117647058824,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0177570093457944,0.00934579439252336,0.0280373831775701,5-5-2
201908,decil_6,decil_5,decil_10,216,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0941588785046729,0.0724299065420561,0.116822429906542,6-5-10
201908,decil_5,decil_5,decil_7,3909,0.0117302052785924,0,0.0294117647058824,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0455713951857911,0.0304449648711944,0.063231850117096,5-5-7
201908,decil_8,decil_9,decil_8,109,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0581775700934579,0.0419392523364486,0.0747663551401869,8-9-8
201908,decil_7,decil_10,decil_9,2277,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0640336527225987,0.0468384074941452,0.0843091334894614,7-10-9
201908,decil_7,decil_10,decil_9,2277,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,,,0.0640336527225987,0.0468384074941452,0.0843091334894614,7-10-9
201908,decil_7,decil_10,decil_6,60,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0399532710280374,0.0257009345794393,0.0560747663551402,7-10-6
201908,decil_6,decil_10,decil_9,3835,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0640336527225987,0.0468384074941452,0.0843091334894614,6-10-9
201908,decil_10,decil_10,decil_10,869,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0941588785046729,0.0724299065420561,0.116822429906542,10-10-10
201908,decil_10,decil_10,decil_10,869,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0545544310046902,,,0.0941588785046729,,,10-10-10
201908,decil_6,decil_10,decil_7,511,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0455713951857911,0.0304449648711944,0.063231850117096,6-10-7
201908,decil_6,decil_10,decil_6,207,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0399532710280374,0.0257009345794393,0.0560747663551402,6-10-6
201908,decil_7,decil_9,decil_7,112,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0455713951857911,0.0304449648711944,0.063231850117096,7-9-7
201908,decil_5,decil_7,decil_6,2020,0.0117302052785924,0,0.0294117647058824,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0399532710280374,0.0257009345794393,0.0560747663551402,5-7-6
201908,decil_6,decil_7,decil_8,2893,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0581775700934579,0.0419392523364486,0.0747663551401869,6-7-8
201908,decil_6,decil_8,decil_5,198,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0287450338864221,0.0163934426229508,0.0421545667447307,6-8-5
201908,decil_10,decil_10,decil_8,54,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0581775700934579,0.0419392523364486,0.0747663551401869,10-10-8
201908,decil_10,decil_10,decil_8,54,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0545544310046902,,,0.0581775700934579,0.0419392523364486,0.0747663551401869,10-10-8
201908,decil_5,decil_10,decil_6,256,0.0117302052785924,0,0.0294117647058824,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0399532710280374,0.0257009345794393,0.0560747663551402,5-10-6
201908,decil_7,decil_10,decil_7,135,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0455713951857911,0.0304449648711944,0.063231850117096,7-10-7
201908,decil_6,decil_5,decil_8,1070,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0581775700934579,0.0419392523364486,0.0747663551401869,6-5-8
201908,decil_8,decil_10,decil_8,183,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0581775700934579,0.0419392523364486,0.0747663551401869,8-10-8
201908,decil_7,decil_8,decil_10,589,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0941588785046729,0.0724299065420561,0.116822429906542,7-8-10
201908,decil_5,decil_3,decil_3,3225,0.0117302052785924,0,0.0294117647058824,0.0140740740740741,0.00493827160493827,0.0246913580246914,0.0273428371114746,0.0163934426229508,0.0398126463700234,5-3-3
201908,decil_6,decil_8,decil_6,499,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0399532710280374,0.0257009345794393,0.0560747663551402,6-8-6
201908,decil_5,decil_2,decil_5,2452,0.0117302052785924,0,0.0294117647058824,0.0130864197530864,0.00493827160493827,0.0222222222222222,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-2-5
201908,decil_6,decil_9,decil_9,6042,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0640336527225987,0.0468384074941452,0.0843091334894614,6-9-9
201908,decil_6,decil_7,decil_6,820,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0399532710280374,0.0257009345794393,0.0560747663551402,6-7-6
201908,decil_4,decil_2,decil_4,806,0.00586510263929619,0,0.0196078431372549,0.0130864197530864,0.00493827160493827,0.0222222222222222,0.0238317757009346,0.014018691588785,0.0373831775700935,4-2-4
201908,decil_6,decil_3,decil_9,61,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0140740740740741,0.00493827160493827,0.0246913580246914,0.0640336527225987,0.0468384074941452,0.0843091334894614,6-3-9
201908,decil_6,decil_6,decil_8,1942,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0581775700934579,0.0419392523364486,0.0747663551401869,6-6-8
201908,decil_5,decil_9,decil_3,90,0.0117302052785924,0,0.0294117647058824,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0273428371114746,0.0163934426229508,0.0398126463700234,5-9-3
201908,decil_6,decil_6,decil_9,1020,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0640336527225987,0.0468384074941452,0.0843091334894614,6-6-9
201908,decil_7,decil_9,decil_8,495,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0581775700934579,0.0419392523364486,0.0747663551401869,7-9-8
201908,decil_5,decil_6,decil_6,3236,0.0117302052785924,0,0.0294117647058824,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0399532710280374,0.0257009345794393,0.0560747663551402,5-6-6
201908,decil_6,decil_9,decil_7,835,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0455713951857911,0.0304449648711944,0.063231850117096,6-9-7
201908,decil_5,decil_8,decil_8,2530,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0581775700934579,0.0419392523364486,0.0747663551401869,5-8-8
201908,decil_5,decil_6,decil_5,2085,0.0117302052785924,0,0.0294117647058824,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-6-5
201908,decil_6,decil_9,decil_6,305,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0399532710280374,0.0257009345794393,0.0560747663551402,6-9-6
201908,decil_5,decil_8,decil_7,1846,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0455713951857911,0.0304449648711944,0.063231850117096,5-8-7
201908,decil_5,decil_4,decil_4,3191,0.0117302052785924,0,0.0294117647058824,0.0157946692991115,0.00740740740740741,0.0271604938271605,0.0238317757009346,0.014018691588785,0.0373831775700935,5-4-4
201908,decil_6,decil_7,decil_9,2181,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0640336527225987,0.0468384074941452,0.0843091334894614,6-7-9
201908,decil_5,decil_3,decil_5,3554,0.0117302052785924,0,0.0294117647058824,0.0140740740740741,0.00493827160493827,0.0246913580246914,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-3-5
201908,decil_6,decil_4,decil_6,573,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0157946692991115,0.00740740740740741,0.0271604938271605,0.0399532710280374,0.0257009345794393,0.0560747663551402,6-4-6
201908,decil_8,decil_10,decil_10,3798,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0941588785046729,0.0724299065420561,0.116822429906542,8-10-10
201908,decil_8,decil_10,decil_10,3798,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0545544310046902,,,0.0941588785046729,,,8-10-10
201908,decil_8,decil_8,decil_8,69,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0581775700934579,0.0419392523364486,0.0747663551401869,8-8-8
201908,decil_6,decil_6,decil_5,412,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0287450338864221,0.0163934426229508,0.0421545667447307,6-6-5
201908,decil_8,decil_8,decil_10,143,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0941588785046729,0.0724299065420561,0.116822429906542,8-8-10
201908,decil_5,decil_10,decil_8,511,0.0117302052785924,0,0.0294117647058824,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0581775700934579,0.0419392523364486,0.0747663551401869,5-10-8
201908,decil_5,decil_7,decil_5,1031,0.0117302052785924,0,0.0294117647058824,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-7-5
201908,decil_5,decil_8,decil_4,276,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0238317757009346,0.014018691588785,0.0373831775700935,5-8-4
201908,decil_3,decil_1,decil_9,9,0.00684261974584555,0,0.0196078431372549,0.00641658440276407,0,0.0123456790123457,0.0640336527225987,0.0468384074941452,0.0843091334894614,3-1-9
201908,decil_6,decil_8,decil_8,3794,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0581775700934579,0.0419392523364486,0.0747663551401869,6-8-8
201908,decil_8,decil_7,decil_9,53,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0640336527225987,0.0468384074941452,0.0843091334894614,8-7-9
201908,decil_7,decil_10,decil_2,1,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0177570093457944,0.00934579439252336,0.0280373831775701,7-10-2
201908,decil_7,decil_10,decil_5,22,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0287450338864221,0.0163934426229508,0.0421545667447307,7-10-5
201908,decil_9,decil_8,decil_10,57,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0941588785046729,0.0724299065420561,0.116822429906542,9-8-10
201908,decil_5,decil_6,decil_4,1078,0.0117302052785924,0,0.0294117647058824,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0238317757009346,0.014018691588785,0.0373831775700935,5-6-4
201908,decil_5,decil_5,decil_5,3449,0.0117302052785924,0,0.0294117647058824,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-5-5
201908,decil_7,decil_8,decil_6,60,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0399532710280374,0.0257009345794393,0.0560747663551402,7-8-6
201908,decil_6,decil_8,decil_2,8,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0177570093457944,0.00934579439252336,0.0280373831775701,6-8-2
201908,decil_5,decil_8,decil_9,1565,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0640336527225987,0.0468384074941452,0.0843091334894614,5-8-9
201908,decil_6,decil_8,decil_10,2139,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0941588785046729,0.0724299065420561,0.116822429906542,6-8-10
201908,decil_6,decil_9,decil_8,2748,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0581775700934579,0.0419392523364486,0.0747663551401869,6-9-8
201908,decil_5,decil_5,decil_4,2129,0.0117302052785924,0,0.0294117647058824,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0238317757009346,0.014018691588785,0.0373831775700935,5-5-4
201908,decil_10,decil_7,decil_7,4,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0455713951857911,0.0304449648711944,0.063231850117096,10-7-7
201908,decil_6,decil_5,decil_4,207,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0238317757009346,0.014018691588785,0.0373831775700935,6-5-4
201908,decil_5,decil_4,decil_3,1819,0.0117302052785924,0,0.0294117647058824,0.0157946692991115,0.00740740740740741,0.0271604938271605,0.0273428371114746,0.0163934426229508,0.0398126463700234,5-4-3
201908,decil_5,decil_9,decil_4,154,0.0117302052785924,0,0.0294117647058824,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0238317757009346,0.014018691588785,0.0373831775700935,5-9-4
201908,decil_5,decil_4,decil_6,3888,0.0117302052785924,0,0.0294117647058824,0.0157946692991115,0.00740740740740741,0.0271604938271605,0.0399532710280374,0.0257009345794393,0.0560747663551402,5-4-6
201908,decil_9,decil_6,decil_7,10,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0455713951857911,0.0304449648711944,0.063231850117096,9-6-7
201908,decil_5,decil_2,decil_3,4040,0.0117302052785924,0,0.0294117647058824,0.0130864197530864,0.00493827160493827,0.0222222222222222,0.0273428371114746,0.0163934426229508,0.0398126463700234,5-2-3
201908,decil_9,decil_10,decil_6,14,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0399532710280374,0.0257009345794393,0.0560747663551402,9-10-6
201908,decil_5,decil_3,decil_6,2679,0.0117302052785924,0,0.0294117647058824,0.0140740740740741,0.00493827160493827,0.0246913580246914,0.0399532710280374,0.0257009345794393,0.0560747663551402,5-3-6
201908,decil_8,decil_9,decil_9,329,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0640336527225987,0.0468384074941452,0.0843091334894614,8-9-9
201908,decil_5,decil_8,decil_10,570,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0941588785046729,0.0724299065420561,0.116822429906542,5-8-10
201908,decil_5,decil_8,decil_5,532,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-8-5
201908,decil_5,decil_10,decil_5,141,0.0117302052785924,0,0.0294117647058824,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0287450338864221,0.0163934426229508,0.0421545667447307,5-10-5
201908,decil_5,decil_7,decil_7,3015,0.0117302052785924,0,0.0294117647058824,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0455713951857911,0.0304449648711944,0.063231850117096,5-7-7
201908,decil_5,decil_8,decil_6,1023,0.0117302052785924,0,0.0294117647058824,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0399532710280374,0.0257009345794393,0.0560747663551402,5-8-6
201908,decil_5,decil_3,decil_4,4006,0.0117302052785924,0,0.0294117647058824,0.0140740740740741,0.00493827160493827,0.0246913580246914,0.0238317757009346,0.014018691588785,0.0373831775700935,5-3-4
201908,decil_10,decil_6,decil_6,1,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0399532710280374,0.0257009345794393,0.0560747663551402,10-6-6
201908,decil_8,decil_10,decil_7,61,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0455713951857911,0.0304449648711944,0.063231850117096,8-10-7
201908,decil_9,decil_9,decil_9,114,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0640336527225987,0.0468384074941452,0.0843091334894614,9-9-9
201908,decil_3,decil_5,decil_2,47,0.00684261974584555,0,0.0196078431372549,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0177570093457944,0.00934579439252336,0.0280373831775701,3-5-2
201908,decil_7,decil_8,decil_9,689,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0640336527225987,0.0468384074941452,0.0843091334894614,7-8-9
201908,decil_5,decil_4,decil_10,167,0.0117302052785924,0,0.0294117647058824,0.0157946692991115,0.00740740740740741,0.0271604938271605,0.0941588785046729,0.0724299065420561,0.116822429906542,5-4-10
201908,decil_9,decil_10,decil_7,37,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0455713951857911,0.0304449648711944,0.063231850117096,9-10-7
201908,decil_5,decil_7,decil_4,547,0.0117302052785924,0,0.0294117647058824,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0238317757009346,0.014018691588785,0.0373831775700935,5-7-4
201908,decil_5,decil_2,decil_4,3689,0.0117302052785924,0,0.0294117647058824,0.0130864197530864,0.00493827160493827,0.0222222222222222,0.0238317757009346,0.014018691588785,0.0373831775700935,5-2-4
201908,decil_5,decil_5,decil_9,818,0.0117302052785924,0,0.0294117647058824,0.0155593973820696,0.00742574257425743,0.0247524752475248,0.0640336527225987,0.0468384074941452,0.0843091334894614,5-5-9
201908,decil_10,decil_10,decil_7,25,0.0850439882697947,0.0490196078431373,0.127450980392157,0.0545544310046902,0.037037037037037,0.0716049382716049,0.0455713951857911,0.0304449648711944,0.063231850117096,10-10-7
201908,decil_9,decil_8,decil_6,5,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0399532710280374,0.0257009345794393,0.0560747663551402,9-8-6
201908,decil_3,decil_2,decil_4,216,0.00684261974584555,0,0.0196078431372549,0.0130864197530864,0.00493827160493827,0.0222222222222222,0.0238317757009346,0.014018691588785,0.0373831775700935,3-2-4
201908,decil_6,decil_6,decil_6,901,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0399532710280374,0.0257009345794393,0.0560747663551402,6-6-6
201908,decil_5,decil_4,decil_7,2704,0.0117302052785924,0,0.0294117647058824,0.0157946692991115,0.00740740740740741,0.0271604938271605,0.0455713951857911,0.0304449648711944,0.063231850117096,5-4-7
201908,decil_7,decil_7,decil_9,280,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0640336527225987,0.0468384074941452,0.0843091334894614,7-7-9
201908,decil_7,decil_9,decil_10,2292,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0941588785046729,0.0724299065420561,0.116822429906542,7-9-10
201908,decil_7,decil_8,decil_8,314,0.0654936461388074,0.0294117647058824,0.107843137254902,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0581775700934579,0.0419392523364486,0.0747663551401869,7-8-8
201908,decil_6,decil_9,decil_10,4639,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0941588785046729,0.0724299065420561,0.116822429906542,6-9-10
201908,decil_5,decil_9,decil_9,1188,0.0117302052785924,0,0.0294117647058824,0.0375308641975309,0.0246913580246914,0.0518518518518519,0.0640336527225987,0.0468384074941452,0.0843091334894614,5-9-9
201908,decil_8,decil_6,decil_8,27,0.0733137829912024,0.0392156862745098,0.117647058823529,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0581775700934579,0.0419392523364486,0.0747663551401869,8-6-8
201908,decil_5,decil_7,decil_8,2941,0.0117302052785924,0,0.0294117647058824,0.0293827160493827,0.017283950617284,0.0444444444444444,0.0581775700934579,0.0419392523364486,0.0747663551401869,5-7-8
201908,decil_9,decil_8,decil_9,53,0.0772238514173998,0.0392156862745098,0.127450980392157,0.0330782522833868,0.0197530864197531,0.0493827160493827,0.0640336527225987,0.0468384074941452,0.0843091334894614,9-8-9
201908,decil_6,decil_6,decil_7,1727,0.0489236790606654,0.0196078431372549,0.0882352941176471,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0455713951857911,0.0304449648711944,0.063231850117096,6-6-7
201908,decil_5,decil_6,decil_7,3554,0.0117302052785924,0,0.0294117647058824,0.0197482103184399,0.00987654320987654,0.0320987654320988,0.0455713951857911,0.0304449648711944,0.063231850117096,5-6-7
